SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,Timestamp,Price_Model1,VehicleWeight,TrafficLevel,RawDemand,NormalizedDemand,Price_Model2,Price_Model3
BHMBCCMKT01,577,26.14453614,91.73617216,83,car,average,2,0,2016-10-05 09:30:00,22.0,1.0,0.5,2.3438474870017334,0.20039031787211586,12.4,11.78
BHMBCCMKT01,577,26.14453614,91.73617216,114,car,low,3,0,2016-10-05 10:04:00,22.28,1.0,0.2,3.377573656845754,0.3042355372033022,13.65,12.97
BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,high,4,0,2016-10-05 10:30:00,22.68,1.5,1.0,4.171837088388215,0.38402500433821385,14.61,13.88
BHMBCCMKT01,577,26.14453614,91.73617216,148,bike,average,4,0,2016-10-05 11:04:00,23.12,0.5,0.5,3.606499133448874,0.32723274576960415,13.93,14.63
BHMBCCMKT01,577,26.14453614,91.73617216,162,car,average,4,0,2016-10-05 11:30:00,23.64,1.0,0.5,4.080762564991335,0.3748759142469188,14.5,15.23
BHMBCCMKT01,577,26.14453614,91.73617216,178,car,high,6,0,2016-10-05 12:04:00,24.2,1.0,1.0,5.408492201039863,0.5082558936749139,16.1,16.9
BHMBCCMKT01,577,26.14453614,91.73617216,183,car,high,7,0,2016-10-05 12:30:00,24.81,1.0,1.0,6.217157712305028,0.5894921531725023,17.07,17.92
BHMBCCMKT01,577,26.14453614,91.73617216,175,car,high,7,0,2016-10-05 12:57:00,25.45,1.0,1.0,6.2032928942807635,0.5880993326067484,17.06,17.91
BHMBCCMKT01,577,26.14453614,91.73617216,179,truck,high,6,0,2016-10-05 13:30:00,26.06,1.5,1.0,5.860225303292895,0.5536357287328786,16.64,17.47
BHMBCCMKT01,577,26.14453614,91.73617216,174,car,average,4,0,2016-10-05 13:57:00,26.68,1.0,0.5,4.1015597920277305,0.3769651450955495,14.52,15.25
BHMBCCMKT01,577,26.14453614,91.73617216,158,car,high,5,0,2016-10-05 14:30:00,27.28,1.0,1.0,4.573830155979203,0.4244080956165371,15.09,14.34
BHMBCCMKT01,577,26.14453614,91.73617216,145,car,average,3,0,2016-10-05 14:57:00,27.83,1.0,0.5,3.2512998266897752,0.29155042390069985,13.5,14.18
BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,2016-10-05 15:30:00,28.33,1.0,0.2,2.6035701906412476,0.22648132912009822,12.72,13.36
BHMBCCMKT01,577,26.14453614,91.73617216,121,car,low,2,0,2016-10-05 16:04:00,28.78,1.0,0.2,2.5897053726169843,0.22508850855434448,12.7,12.06
BHMBCCMKT01,577,26.14453614,91.73617216,114,bike,low,1,0,2016-10-05 16:30:00,29.2,0.5,0.2,1.327573656845754,0.098298311428072,11.18,11.74
BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,2016-10-06 07:57:00,29.59,1.0,0.2,1.68051993067591,0.13375429995504132,11.61,11.03
BHMBCCMKT01,577,26.14453614,91.73617216,63,car,low,1,0,2016-10-06 08:30:00,29.79,1.0,0.2,1.6891854419410746,0.13462481280863742,11.62,11.04
BHMBCCMKT01,577,26.14453614,91.73617216,70,car,low,1,0,2016-10-06 08:57:00,30.01,1.0,0.2,1.701317157712305,0.13584353080367195,11.63,12.21
BHMBCCMKT01,577,26.14453614,91.73617216,95,car,low,2,0,2016-10-06 09:30:00,30.25,1.0,0.2,2.544644714038128,0.22056184171564472,12.65,12.02
BHMBCCMKT01,577,26.14453614,91.73617216,135,car,low,3,0,2016-10-06 10:03:00,30.58,1.0,0.2,3.4139688041594454,0.3078916911884058,13.69,14.37
BHMBCCMKT01,577,26.14453614,91.73617216,160,car,average,3,0,2016-10-06 10:30:00,31.05,1.0,0.5,3.277296360485269,0.2941619624614881,13.53,14.21
BHMBCCMKT01,577,26.14453614,91.73617216,177,car,average,3,0,2016-10-06 10:57:00,31.6,1.0,0.5,3.306759098786829,0.2971217061637149,13.57,14.25
BHMBCCMKT01,577,26.14453614,91.73617216,191,cycle,average,4,0,2016-10-06 11:30:00,32.22,0.3,0.5,3.5010225303292897,0.31663686331563234,13.8,14.49
BHMBCCMKT01,577,26.14453614,91.73617216,199,car,high,7,0,2016-10-06 12:04:00,32.88,1.0,1.0,6.244887348353554,0.5922777943040097,17.11,17.97
BHMBCCMKT01,577,26.14453614,91.73617216,206,car,high,7,0,2016-10-06 12:30:00,33.57,1.0,1.0,6.257019064124784,0.5934965122990443,17.12,17.98
BHMBCCMKT01,577,26.14453614,91.73617216,198,car,average,5,0,2016-10-06 12:57:00,34.28,1.0,0.5,4.94315424610052,0.461509353436803,15.54,16.32
BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,high,7,0,2016-10-06 13:30:00,34.97,0.5,1.0,5.81048526863085,0.548638984953237,16.58,17.41
BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,5,0,2016-10-06 13:57:00,35.69,1.0,0.5,4.946620450606586,0.46185755857824146,15.54,16.32
BHMBCCMKT01,577,26.14453614,91.73617216,175,cycle,average,3,0,2016-10-06 14:30:00,36.38,0.3,0.5,2.673292894280763,0.23348547554013255,12.8,13.44
BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,2,0,2016-10-06 15:04:00,36.99,1.0,0.2,2.6538301559792026,0.23153030367095562,12.78,13.42
BHMBCCMKT01,577,26.14453614,91.73617216,153,bike,low,2,0,2016-10-06 15:31:00,37.54,0.5,0.2,2.1951646447140383,0.1854540583301139,12.23,12.84
BHMBCCMKT01,577,26.14453614,91.73617216,135,bike,low,1,0,2016-10-06 16:04:00,38.07,0.5,0.2,1.3639688041594455,0.10195446541317565,11.22,11.78
BHMBCCMKT01,577,26.14453614,91.73617216,129,car,low,2,0,2016-10-06 16:30:00,38.54,1.0,0.2,2.6035701906412476,0.22648132912009822,12.72,12.08
BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,2,0,2016-10-07 08:03:00,38.98,1.0,0.2,2.48051993067591,0.21412004659903355,12.57,11.94
BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,2016-10-07 08:30:00,39.19,1.0,0.5,2.305719237435009,0.196560061316293,12.36,11.74
BHMBCCMKT01,577,26.14453614,91.73617216,75,car,low,1,0,2016-10-07 09:04:00,39.4,1.0,0.2,1.7099826689774698,0.13671404365726805,11.64,12.22
BHMBCCMKT01,577,26.14453614,91.73617216,103,car,low,2,0,2016-10-07 09:30:00,39.66,1.0,0.2,2.558509532062392,0.2219546622813985,12.66,12.03
BHMBCCMKT01,577,26.14453614,91.73617216,128,bike,low,2,0,2016-10-07 09:57:00,40.01,0.5,0.2,2.151837088388215,0.18110149406213338,12.17,11.56
BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,high,5,0,2016-10-07 10:30:00,40.46,1.5,1.0,5.048093587521664,0.4720512640938518,15.66,14.88
BHMBCCMKT01,577,26.14453614,91.73617216,188,car,average,3,0,2016-10-07 10:57:00,41.05,1.0,0.5,3.325823223570191,0.2990368344416263,13.59,12.91
BHMBCCMKT01,577,26.14453614,91.73617216,199,bike,average,4,0,2016-10-07 11:30:00,41.71,0.5,0.5,3.6948873483535536,0.3361119768762844,14.03,14.73
BHMBCCMKT01,577,26.14453614,91.73617216,210,car,high,7,0,2016-10-07 12:03:00,42.4,1.0,1.0,6.263951473136916,0.5941929225819211,17.13,16.27
BHMBCCMKT01,577,26.14453614,91.73617216,206,bike,high,7,0,2016-10-07 12:30:00,43.12,0.5,1.0,5.807019064124784,0.5482907798117986,16.58,17.41
BHMBCCMKT01,577,26.14453614,91.73617216,200,car,high,7,0,2016-10-07 13:04:00,43.84,1.0,1.0,6.246620450606587,0.592451896874729,17.11,16.25
BHMBCCMKT01,577,26.14453614,91.73617216,201,car,high,7,0,2016-10-07 13:30:00,44.53,1.0,1.0,6.24835355285962,0.5926259994454482,17.11,16.25
BHMBCCMKT01,577,26.14453614,91.73617216,193,bike,average,3,0,2016-10-07 14:03:00,45.23,0.5,0.5,2.884488734835356,0.25470161480797676,13.06,13.71
BHMBCCMKT01,577,26.14453614,91.73617216,181,car,average,4,0,2016-10-07 14:30:00,45.9,1.0,0.5,4.11369150779896,0.37818386309058405,14.54,13.81
BHMBCCMKT01,577,26.14453614,91.73617216,172,truck,low,2,0,2016-10-07 15:04:00,46.52,1.5,0.2,3.128093587521664,0.27917347214827043,13.35,12.68
BHMBCCMKT01,577,26.14453614,91.73617216,159,cycle,low,2,0,2016-10-07 15:30:00,47.12,0.3,0.2,2.0255632582322356,0.16841638075953094,12.02,12.62
BHMBCCMKT01,577,26.14453614,91.73617216,158,cycle,low,2,0,2016-10-07 15:57:00,47.67,0.3,0.2,2.0238301559792027,0.1682422781888117,12.02,12.62
BHMBCCMKT01,577,26.14453614,91.73617216,132,car,low,2,0,2016-10-07 16:30:00,48.22,1.0,0.2,2.608769497400347,0.2270036368322559,12.72,12.08
BHMBCCMKT01,577,26.14453614,91.73617216,58,car,low,1,0,2016-10-08 07:57:00,48.68,1.0,0.2,1.68051993067591,0.13375429995504132,11.61,11.03
BHMBCCMKT01,577,26.14453614,91.73617216,61,car,average,2,0,2016-10-08 08:30:00,48.88,1.0,0.5,2.305719237435009,0.196560061316293,12.36,11.74
BHMBCCMKT01,577,26.14453614,91.73617216,75,truck,low,1,0,2016-10-08 08:57:00,49.09,1.5,0.2,2.1599826689774697,0.1819197761445137,12.18,11.57
BHMBCCMKT01,577,26.14453614,91.73617216,104,car,low,2,0,2016-10-08 09:30:00,49.35,1.0,0.2,2.5602426343154248,0.22212876485211774,12.67,12.04
BHMBCCMKT01,577,26.14453614,91.73617216,158,car,low,3,0,2016-10-08 10:04:00,49.71,1.0,0.2,3.453830155979203,0.31189605031494794,13.74,13.05
BHMBCCMKT01,577,26.14453614,91.73617216,191,truck,average,3,0,2016-10-08 10:30:00,50.26,1.5,0.5,3.78102253032929,0.3447648746410296,14.14,13.43
BHMBCCMKT01,577,26.14453614,91.73617216,223,truck,average,4,0,2016-10-08 10:57:00,50.92,1.5,0.5,4.636481802426344,0.43070190354803695,15.17,14.41
BHMBCCMKT01,577,26.14453614,91.73617216,254,car,average,4,0,2016-10-08 11:30:00,51.69,1.0,0.5,4.2402079722703645,0.3908933507530872,14.69,13.96
BHMBCCMKT01,577,26.14453614,91.73617216,306,car,high,7,0,2016-10-08 12:04:00,52.57,1.0,1.0,6.4303292894280775,0.6109067693709663,17.33,16.46
BHMBCCMKT01,577,26.14453614,91.73617216,320,car,high,8,0,2016-10-08 12:30:00,53.63,1.0,1.0,7.254592720970538,0.6937099520050277,18.32,17.4
BHMBCCMKT01,577,26.14453614,91.73617216,348,car,high,7,0,2016-10-08 13:04:00,54.74,1.0,1.0,6.503119584055461,0.6182190773411737,17.42,16.55
BHMBCCMKT01,577,26.14453614,91.73617216,357,car,high,7,0,2016-10-08 13:30:00,55.95,1.0,1.0,6.5187175043327565,0.6197860004776466,17.44,16.57
BHMBCCMKT01,577,26.14453614,91.73617216,395,bike,average,4,0,2016-10-08 14:03:00,57.19,0.5,0.5,4.0345753899480075,0.3702360807372516,14.44,13.72
BHMBCCMKT01,577,26.14453614,91.73617216,400,car,average,4,0,2016-10-08 14:30:00,58.55,1.0,0.5,4.493240901213172,0.4163123260780933,15.0,14.25
BHMBCCMKT01,577,26.14453614,91.73617216,395,car,average,4,0,2016-10-08 14:57:00,59.94,1.0,0.5,4.484575389948008,0.41544181322449725,14.99,14.24
BHMBCCMKT01,577,26.14453614,91.73617216,406,car,average,3,0,2016-10-08 15:30:00,61.31,1.0,0.5,3.7036395147313694,0.3369911948584164,14.04,13.34
BHMBCCMKT01,577,26.14453614,91.73617216,381,car,low,2,0,2016-10-08 16:04:00,62.72,1.0,0.2,3.0403119584055456,0.2703551769413418,13.24,12.58
BHMBCCMKT01,577,26.14453614,91.73617216,365,truck,low,2,0,2016-10-08 16:30:00,64.04,1.5,0.2,3.462582322357019,0.31277526829707997,13.75,13.06
BHMBCCMKT01,577,26.14453614,91.73617216,42,car,low,2,1,2016-10-09 08:04:00,65.3,1.0,0.2,2.852790294627383,0.2515172787895222,13.02,12.37
BHMBCCMKT01,577,26.14453614,91.73617216,42,bike,low,2,1,2016-10-09 08:30:00,65.45,0.5,0.2,2.4027902946273834,0.20631154630227655,12.48,11.86
BHMBCCMKT01,577,26.14453614,91.73617216,43,car,low,2,1,2016-10-09 09:04:00,65.59,1.0,0.2,2.854523396880416,0.2516913813602414,13.02,13.67
BHMBCCMKT01,577,26.14453614,91.73617216,43,cycle,low,2,1,2016-10-09 09:30:00,65.74,0.3,0.2,2.224523396880416,0.1884033558780975,12.26,12.87
BHMBCCMKT01,577,26.14453614,91.73617216,50,car,average,3,1,2016-10-09 09:57:00,65.89,1.0,0.5,3.486655112651647,0.31519355300437,13.78,13.09
BHMBCCMKT01,577,26.14453614,91.73617216,64,cycle,high,5,1,2016-10-09 10:30:00,66.07,0.3,1.0,4.180918544194107,0.3849373018087825,14.62,13.89
BHMBCCMKT01,577,26.14453614,91.73617216,100,truck,average,6,1,2016-10-09 11:04:00,66.29,1.5,0.5,6.423310225303295,0.6102016539595536,17.32,16.45
BHMBCCMKT01,577,26.14453614,91.73617216,126,car,average,6,1,2016-10-09 11:30:00,66.63,1.0,0.5,6.018370883882151,0.5695225883110077,16.83,15.99
BHMBCCMKT01,577,26.14453614,91.73617216,148,car,average,6,1,2016-10-09 11:57:00,67.07,1.0,0.5,6.056499133448875,0.5733528448668305,16.88,16.04
BHMBCCMKT01,577,26.14453614,91.73617216,170,truck,high,9,1,2016-10-09 12:30:00,67.58,1.5,1.0,8.6446273830156,0.8333489188503788,20.0,19.0
BHMBCCMKT01,577,26.14453614,91.73617216,189,car,high,8,1,2016-10-09 13:04:00,68.17,1.0,1.0,7.427556325823225,0.711085388562806,18.53,19.46
BHMBCCMKT01,577,26.14453614,91.73617216,205,bike,high,9,1,2016-10-09 13:30:00,68.83,0.5,1.0,7.805285961871752,0.7490310438510601,18.99,18.04
BHMBCCMKT01,577,26.14453614,91.73617216,208,cycle,high,7,1,2016-10-09 14:03:00,69.54,0.3,1.0,6.03048526863085,0.5707395652803349,16.85,16.01
BHMBCCMKT01,577,26.14453614,91.73617216,209,car,average,5,1,2016-10-09 14:30:00,70.26,1.0,0.5,5.362218370883883,0.5036073550367106,16.04,15.24
BHMBCCMKT01,577,26.14453614,91.73617216,191,car,low,3,1,2016-10-09 15:04:00,70.98,1.0,0.2,3.9110225303292894,0.3578243084706783,14.29,13.58
BHMBCCMKT01,577,26.14453614,91.73617216,180,car,low,3,1,2016-10-09 15:30:00,71.65,1.0,0.2,3.8919584055459273,0.3559091801927669,14.27,13.56
BHMBCCMKT01,577,26.14453614,91.73617216,155,truck,low,3,1,2016-10-09 16:03:00,72.27,1.5,0.2,4.298630849220104,0.39676234841203206,14.76,14.02
BHMBCCMKT01,577,26.14453614,91.73617216,133,car,low,2,1,2016-10-09 16:30:00,72.81,1.0,0.2,3.0105025996533796,0.26736061272497125,13.21,13.87
BHMBCCMKT01,577,26.14453614,91.73617216,54,bike,low,1,0,2016-10-10 08:04:00,73.27,0.5,0.2,1.2235875216637782,0.08785215718491876,11.05,11.6
BHMBCCMKT01,577,26.14453614,91.73617216,56,truck,low,1,0,2016-10-10 08:30:00,73.46,1.5,0.2,2.1270537261698443,0.17861182730084854,12.14,11.53
BHMBCCMKT01,577,26.14453614,91.73617216,65,car,low,1,0,2016-10-10 09:04:00,73.65,1.0,0.2,1.6926516464471404,0.13497301795007585,11.62,12.2
BHMBCCMKT01,577,26.14453614,91.73617216,73,bike,low,2,0,2016-10-10 09:30:00,73.88,0.5,0.2,2.0565164644714042,0.17152585267257628,12.06,12.66
BHMBCCMKT01,577,26.14453614,91.73617216,92,cycle,low,2,0,2016-10-10 10:03:00,74.13,0.3,0.2,1.9094454072790294,0.15675150852134317,11.88,12.47
BHMBCCMKT01,577,26.14453614,91.73617216,113,cycle,average,4,0,2016-10-10 10:30:00,74.45,0.3,0.5,3.3658405545927215,0.30305686279953314,13.64,14.32
BHMBCCMKT01,577,26.14453614,91.73617216,144,car,average,3,0,2016-10-10 10:57:00,74.84,1.0,0.5,3.2495667244367423,0.2913763213299806,13.5,14.18
BHMBCCMKT01,577,26.14453614,91.73617216,149,car,average,4,0,2016-10-10 11:30:00,75.34,1.0,0.5,4.058232235701907,0.372612580827569,14.47,15.19
BHMBCCMKT01,577,26.14453614,91.73617216,159,car,average,4,0,2016-10-10 11:57:00,75.85,1.0,0.5,4.075563258232236,0.3743536065347612,14.49,15.21
BHMBCCMKT01,577,26.14453614,91.73617216,171,car,high,6,0,2016-10-10 12:30:00,76.41,1.0,1.0,5.396360485268632,0.5070371756798793,16.08,16.88
BHMBCCMKT01,577,26.14453614,91.73617216,176,truck,average,5,0,2016-10-10 13:04:00,77.0,1.5,0.5,5.355025996533795,0.5028848293682258,16.03,15.23
BHMBCCMKT01,577,26.14453614,91.73617216,172,car,high,6,0,2016-10-10 13:30:00,77.61,1.0,1.0,5.398093587521665,0.5072112782505985,16.09,16.89
BHMBCCMKT01,577,26.14453614,91.73617216,161,car,high,5,0,2016-10-10 14:03:00,78.2,1.0,1.0,4.579029462738301,0.4249304033286947,15.1,14.34
BHMBCCMKT01,577,26.14453614,91.73617216,154,car,average,3,0,2016-10-10 14:30:00,78.76,1.0,0.5,3.2668977469670715,0.2931173470371728,13.52,14.2
BHMBCCMKT01,577,26.14453614,91.73617216,137,car,average,4,0,2016-10-10 14:57:00,79.3,1.0,0.5,4.037435008665512,0.3705233499789384,14.45,13.73
BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,low,1,0,2016-10-10 15:30:00,79.77,0.5,0.2,1.353570190641248,0.10090984998886034,11.21,11.77
BHMBCCMKT01,577,26.14453614,91.73617216,130,car,average,3,0,2016-10-10 15:57:00,80.22,1.0,0.5,3.225303292894281,0.2889388853399115,13.47,12.8
BHMBCCMKT01,577,26.14453614,91.73617216,114,truck,low,2,0,2016-10-10 16:30:00,80.67,1.5,0.2,3.027573656845754,0.2690755230465556,13.23,12.57
BHMBCCMKT01,577,26.14453614,91.73617216,56,bike,average,1,0,2016-10-11 08:04:00,81.06,0.5,0.5,1.047053726169844,0.07011806933145893,10.84,11.38
BHMBCCMKT01,577,26.14453614,91.73617216,64,car,low,1,0,2016-10-11 08:30:00,81.26,1.0,0.2,1.6909185441941075,0.13479891537935662,11.62,12.2
BHMBCCMKT01,577,26.14453614,91.73617216,74,truck,low,1,0,2016-10-11 08:57:00,81.48,1.5,0.2,2.158249566724437,0.18174567357379448,12.18,11.57
BHMBCCMKT01,577,26.14453614,91.73617216,93,bike,low,2,0,2016-10-11 09:30:00,81.74,0.5,0.2,2.0911785095320625,0.17500790408696065,12.1,12.7
BHMBCCMKT01,577,26.14453614,91.73617216,129,bike,average,2,0,2016-10-11 09:57:00,82.06,0.5,0.5,1.9735701906412477,0.1631933036379543,11.96,12.56
BHMBCCMKT01,577,26.14453614,91.73617216,167,car,average,3,0,2016-10-11 10:30:00,82.51,1.0,0.5,3.2894280762564994,0.29538068045652266,13.54,14.22
BHMBCCMKT01,577,26.14453614,91.73617216,200,car,average,3,0,2016-10-11 10:57:00,83.08,1.0,0.5,3.3466204506065864,0.301126065290257,13.61,14.29
BHMBCCMKT01,577,26.14453614,91.73617216,219,car,average,5,0,2016-10-11 11:30:00,83.78,1.0,0.5,4.979549393414212,0.46516550742190665,15.58,14.8
BHMBCCMKT01,577,26.14453614,91.73617216,225,car,high,7,0,2016-10-11 12:03:00,84.54,1.0,1.0,6.28994800693241,0.5968044611427095,17.16,16.3
BHMBCCMKT01,577,26.14453614,91.73617216,221,cycle,high,8,0,2016-10-11 12:30:00,85.32,0.3,1.0,6.4530155979202775,0.6131857720216809,17.36,16.49
BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,2016-10-11 13:04:00,86.08,0.3,1.0,4.846083188908146,0.4517578684508195,15.42,16.19
BHMBCCMKT01,577,26.14453614,91.73617216,217,cycle,high,6,0,2016-10-11 13:31:00,86.84,0.3,1.0,4.846083188908146,0.4517578684508195,15.42,16.19
BHMBCCMKT01,577,26.14453614,91.73617216,208,bike,average,4,0,2016-10-11 14:04:00,87.59,0.5,0.5,3.71048526863085,0.33767890001275735,14.05,14.75
BHMBCCMKT01,577,26.14453614,91.73617216,191,car,average,3,0,2016-10-11 14:30:00,88.31,1.0,0.5,3.3310225303292897,0.299559142153784,13.59,14.27
BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,low,2,0,2016-10-11 15:03:00,88.97,0.5,0.2,2.2194280762564995,0.187891494320183,12.25,12.86
BHMBCCMKT01,577,26.14453614,91.73617216,159,car,low,2,0,2016-10-11 15:33:00,89.55,1.0,0.2,2.6555632582322355,0.23170440624167485,12.78,13.42
BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,1,0,2016-10-11 16:01:00,90.1,0.5,0.2,1.3899653379549395,0.10456600397396394,11.25,11.81
BHMBCCMKT01,577,26.14453614,91.73617216,127,car,low,2,0,2016-10-11 16:26:00,90.62,1.0,0.2,2.600103986135182,0.22613312397865978,12.71,12.07
BHMBCCMKT01,577,26.14453614,91.73617216,51,bike,low,1,0,2016-10-12 08:04:00,91.06,0.5,0.2,1.2183882149046794,0.0873298494727611,11.05,11.6
BHMBCCMKT01,577,26.14453614,91.73617216,57,car,low,2,0,2016-10-12 08:31:00,91.24,1.0,0.2,2.478786828422877,0.21394594402831435,12.57,11.94
BHMBCCMKT01,577,26.14453614,91.73617216,64,bike,low,1,0,2016-10-12 09:03:00,91.44,0.5,0.2,1.2409185441941075,0.08959318289211098,11.08,11.63
BHMBCCMKT01,577,26.14453614,91.73617216,73,car,low,1,0,2016-10-12 09:26:00,91.66,1.0,0.2,1.706516464471404,0.1363658385158296,11.64,12.22
BHMBCCMKT01,577,26.14453614,91.73617216,99,car,average,3,0,2016-10-12 10:01:00,91.91,1.0,0.5,3.1715771230502603,0.28354170564761566,13.4,12.73
BHMBCCMKT01,577,26.14453614,91.73617216,112,bike,average,3,0,2016-10-12 10:31:00,92.25,0.5,0.5,2.744107452339689,0.24059930657971992,12.89,13.53
BHMBCCMKT01,577,26.14453614,91.73617216,127,bike,average,4,0,2016-10-12 11:04:00,92.64,0.5,0.5,3.5701039861351824,0.3235765917845005,13.88,14.57
BHMBCCMKT01,577,26.14453614,91.73617216,128,car,average,4,0,2016-10-12 11:31:00,93.08,1.0,0.5,4.0218370883882155,0.3689564268424654,14.43,15.15
BHMBCCMKT01,577,26.14453614,91.73617216,143,car,high,6,0,2016-10-12 12:04:00,93.53,1.0,1.0,5.34783362218371,0.5021623036997411,16.03,16.83
BHMBCCMKT01,577,26.14453614,91.73617216,158,car,average,5,0,2016-10-12 12:31:00,94.02,1.0,0.5,4.873830155979204,0.45454525060803425,15.45,16.22
BHMBCCMKT01,577,26.14453614,91.73617216,157,bike,high,6,0,2016-10-12 13:04:00,94.57,0.5,1.0,4.922097053726171,0.45939400720256457,15.51,16.29
BHMBCCMKT01,577,26.14453614,91.73617216,164,car,high,6,0,2016-10-12 13:34:00,95.11,1.0,1.0,5.384228769497402,0.5058184576848448,16.07,16.87
BHMBCCMKT01,577,26.14453614,91.73617216,167,bike,high,5,0,2016-10-12 14:03:00,95.68,0.5,1.0,4.139428076256499,0.38076928626576434,14.57,15.3
BHMBCCMKT01,577,26.14453614,91.73617216,159,bike,average,4,0,2016-10-12 14:34:00,96.26,0.5,0.5,3.625563258232236,0.32914787404751555,13.95,14.65
BHMBCCMKT01,577,26.14453614,91.73617216,140,car,low,2,0,2016-10-12 15:01:00,96.81,1.0,0.2,2.62263431542461,0.22839645739800968,12.74,12.1
BHMBCCMKT01,577,26.14453614,91.73617216,128,truck,low,2,0,2016-10-12 15:30:00,97.3,1.5,0.2,3.051837088388215,0.27151295903662465,13.26,12.6
